CustomerID,YearMonth,Invoices_Count,Monthly_Spend,Monthly_Units,Months_Balance,Status
14911,2011-10,24,18401.39,13231,1,C
14911,2011-11,34,22695.73,12460,2,C
14911,2011-12,9,6978.92,3946,3,C
14912,2011-04,1,482.78999999999996,445,-5,0
14912,2011-11,1,385.06,526,2,0
14913,2010-12,1,300.87,423,-9,0
14913,2011-03,1,314.96,484,-6,0
14913,2011-06,1,301.32,455,-3,0
14913,2011-11,1,310.28000000000003,381,2,0
14915,2011-03,1,142.28,76,-6,0
14915,2011-09,1,165.20000000000002,36,0,0
14916,2011-01,1,295.05,243,-8,0
14916,2011-07,1,406.22999999999996,361,-2,0
14916,2011-09,2,567.7,532,0,C
14918,2011-07,1,765.4200000000001,312,-2,0
14918,2011-08,1,844.73,363,-1,0
14920,2011-05,2,977.77,509,-4,C
14921,2011-05,1,903.01,631,-4,0
14921,2011-11,1,413.06,322,2,0
14923,2011-10,1,749.1,418,1,0
14924,2011-04,1,310.05,64,-5,0
14929,2011-11,1,223.88,136,2,0
14930,2011-03,1,1104.13,701,-6,0
14930,2011-08,2,1258.83,459,-1,C
14931,2011-04,1,293.0,97,-5,0
14931,2011-05,1,293.0,1,-4,0
14931,2011-09,1,261.65,181,0,0
14931,2011-11,1,211.63,78,2,0
14931,2011-12,1,198.4,60,3,0
14932,2010-12,1,363.53,80,-9,0
14934,2011-03,1,828.84,459,-6,0
14934,2011-09,1,1062.1,583,0,0
14935,2011-02,1,1784.71,935,-7,0
14936,2011-03,1,1576.3600000000001,944,-6,0
14936,2011-06,1,2060.0299999999997,836,-3,0
14936,2011-08,1,1436.49,572,-1,0
14936,2011-10,3,1761.0,1095,1,C
14936,2011-11,2,1303.14,638,2,C
14937,2011-08,1,759.56,172,-1,0
14937,2011-10,2,862.3199999999999,312,1,C
14944,2011-02,2,754.29,348,-7,C
14944,2011-05,2,570.04,296,-4,C
14944,2011-06,1,507.70000000000005,357,-3,0
14944,2011-07,1,675.7,382,-2,0
14944,2011-09,3,2414.78,1082,0,C
14944,2011-11,3,977.74,350,2,C
14946,2011-11,1,100.9,22,2,0
14947,2011-08,1,178.5,118,-1,0
14947,2011-09,1,112.32,61,0,0
14948,2011-05,1,278.4,72,-4,0
14948,2011-07,1,265.27,281,-2,0
14948,2011-08,1,13.2,8,-1,0
14948,2011-09,2,277.4,208,0,C
14948,2011-11,1,267.7,104,2,0
14950,2011-11,1,371.2,136,2,0
14951,2011-09,1,311.69,311,0,0
14952,2010-12,1,686.16,472,-9,0
14952,2011-02,2,1497.67,653,-7,C
14952,2011-05,4,1350.78,662,-4,C
14952,2011-09,2,3189.64,1164,0,C
14952,2011-10,2,1375.24,404,1,C
14953,2011-11,1,285.67,224,2,0
14954,2011-11,1,294.85,117,2,0
14957,2011-03,1,58.49,34,-6,0
14958,2011-04,1,194.7,69,-5,0
14958,2011-06,1,181.63,39,-3,0
14958,2011-07,1,107.39999999999999,20,-2,0
14959,2011-02,1,178.66,138,-7,0
14959,2011-05,1,243.72,204,-4,0
14959,2011-08,1,114.94,58,-1,0
14959,2011-10,1,158.1,94,1,0
14960,2011-06,1,88.3,20,-3,0
14960,2011-12,1,132.97,201,3,0
14961,2010-12,2,1182.7,566,-9,C
14961,2011-02,1,920.33,531,-7,0
14961,2011-04,2,1076.63,599,-5,C
14961,2011-07,1,727.32,456,-2,0
14961,2011-09,2,1992.95,1099,0,C
14961,2011-11,1,1144.75,457,2,0
14962,2011-03,1,126.7,44,-6,0
14963,2011-06,1,294.2,167,-3,0
14963,2011-10,1,314.15,268,1,0
14963,2011-11,3,863.99,724,2,C
14964,2011-04,1,206.21,143,-5,0
14965,2011-09,2,596.09,363,0,C
14966,2011-11,1,183.02,179,2,0
14967,2011-10,1,463.8,140,1,0
14968,2011-11,1,147.59,127,2,0
14970,2011-01,1,337.5,50,-8,0
14970,2011-04,1,444.75,65,-5,0
14970,2011-07,1,337.5,50,-2,0
14970,2011-10,1,472.31,85,1,0
14971,2011-10,1,606.61,283,1,0
14971,2011-11,2,491.37,356,2,C
14972,2011-08,1,114.77,28,-1,0
14973,2011-04,1,654.6,51,-5,0
14973,2011-07,1,356.89,255,-2,0
14973,2011-08,1,302.96000000000004,63,-1,0
14974,2011-11,1,89.94,37,2,0
14975,2011-10,1,279.94,380,1,0
14976,2011-01,1,155.95,27,-8,0
14976,2011-03,1,115.57000000000001,46,-6,0
14976,2011-05,1,178.74,42,-4,0
14976,2011-08,1,109.7,47,-1,0
14976,2011-10,3,230.9,72,1,C
14978,2011-01,2,681.59,188,-8,C
14978,2011-02,1,450.81,143,-7,0
14978,2011-04,1,394.83000000000004,84,-5,0
14978,2011-09,1,394.14,108,0,0
14981,2011-04,1,102.12,97,-5,0
14984,2011-06,1,102.23,20,-3,0
14984,2011-11,1,100.14,38,2,0
14985,2010-12,1,119.77,85,-9,0
14985,2011-05,1,172.24,171,-4,0
14987,2010-12,1,163.2,64,-9,0
14987,2011-11,1,163.2,64,2,0
14988,2011-05,1,334.54,141,-4,0
14995,2011-03,1,119.31,51,-6,0
14995,2011-11,1,112.67,51,2,0
14997,2011-06,1,155.28,312,-3,0
14997,2011-09,1,278.4,612,0,0
14997,2011-10,1,112.52,196,1,0
14998,2011-04,1,183.64,105,-5,0
14998,2011-06,1,231.23,153,-3,0
15000,2011-10,1,490.52,218,1,0
15002,2010-12,1,631.65,279,-9,0
15002,2011-01,1,261.5,138,-8,0
15002,2011-02,1,254.44,108,-7,0
15002,2011-08,1,494.17,337,-1,0
15004,2011-07,1,1220.77,623,-2,0
15005,2010-12,2,470.41,266,-9,C
15005,2011-01,1,141.05,67,-8,0
15005,2011-02,1,203.58,85,-7,0
15005,2011-03,2,468.65999999999997,223,-6,C
15005,2011-04,3,592.76,373,-5,C
15005,2011-05,3,777.09,511,-4,C
15005,2011-06,3,821.4,704,-3,C
15005,2011-07,2,409.79,303,-2,C
15005,2011-08,2,429.49,351,-1,C
15005,2011-09,3,619.61,348,0,C
15005,2011-10,3,511.39,329,1,C
15005,2011-11,3,850.14,670,2,C
15006,2011-10,1,480.38,286,1,0
15007,2011-07,1,156.91,69,-2,0
15009,2011-11,3,1259.43,639,2,C
15010,2011-11,1,308.94,184,2,0
15012,2010-12,1,188.56,84,-9,0
15012,2011-10,1,216.48,141,1,0
15014,2011-06,1,117.72999999999999,68,-3,0
15014,2011-10,1,139.94,81,1,0
15016,2011-06,1,170.04,76,-3,0
15017,2011-11,1,125.58,63,2,0
15018,2010-12,1,111.25,21,-9,0
15018,2011-04,1,180.09,73,-5,0
15018,2011-11,1,204.87,95,2,0
15019,2011-03,1,252.81,150,-6,0
15021,2010-12,1,198.09,90,-9,0
15021,2011-03,1,188.7,110,-6,0
15021,2011-05,1,277.97,110,-4,0
15021,2011-06,1,213.09,116,-3,0
15021,2011-07,1,202.38,79,-2,0
15021,2011-09,1,305.13,125,0,0
15021,2011-11,2,244.44,79,2,C
15021,2011-12,1,241.97,110,3,0
15022,2011-10,1,317.88,228,1,0
15022,2011-11,3,534.51,299,2,C
15023,2010-12,1,429.40000000000003,226,-9,0
15023,2011-01,1,554.95,347,-8,0
15023,2011-03,1,759.44,414,-6,0
15023,2011-05,1,1031.59,607,-4,0
15023,2011-06,1,817.83,257,-3,0
15023,2011-07,2,763.88,177,-2,C
15023,2011-08,1,670.88,165,-1,0
15023,2011-10,2,1000.8000000000001,309,1,C
15023,2011-12,1,691.64,325,3,0
15024,2010-12,2,491.22,259,-9,C
15024,2011-02,1,189.37,74,-7,0
15024,2011-08,2,150.03,71,-1,C
15024,2011-10,2,222.11,164,1,C
15024,2011-11,3,583.7,334,2,C
15025,2011-11,1,361.96,184,2,0
15026,2011-03,1,108.97999999999999,58,-6,0
15026,2011-04,1,121.80000000000001,23,-5,0
15026,2011-09,1,238.22,204,0,0
15027,2011-04,1,341.4,140,-5,0
15027,2011-05,1,312.71999999999997,264,-4,0
15027,2011-06,1,312.85,119,-3,0
15027,2011-11,1,99.18,42,2,0
15028,2010-12,1,185.97,119,-9,0
15028,2011-10,2,326.46,278,1,C
15028,2011-12,1,114.7,62,3,0
15030,2011-03,1,152.76,156,-6,0
15030,2011-09,1,365.52000000000004,216,0,0
15031,2011-03,1,150.83,67,-6,0
15031,2011-08,1,110.96000000000001,48,-1,0
15031,2011-11,1,230.82,230,2,0
15031,2011-12,1,160.58,55,3,0
15032,2010-12,2,2770.6,1658,-9,C
15032,2011-03,1,2188.5,1310,-6,0
15033,2011-01,1,556.55,353,-8,0
15033,2011-03,1,179.73,117,-6,0
15033,2011-05,1,419.34,189,-4,0
15033,2011-07,1,169.8,100,-2,0
15033,2011-08,2,283.53000000000003,144,-1,C
15033,2011-10,2,507.39,371,1,C
15033,2011-11,1,273.04,260,2,0
15033,2011-12,1,167.8,138,3,0
15034,2010-12,1,820.4,448,-9,0
15034,2011-01,1,583.45,184,-8,0
15034,2011-03,1,246.76000000000002,152,-6,0
15034,2011-04,2,989.77,542,-5,C
15034,2011-09,1,624.03,336,0,0
15034,2011-11,2,1009.75,751,2,C
15035,2011-09,1,252.73000000000002,245,0,0
15036,2011-06,2,212.49,143,-3,C
15036,2011-09,1,217.07,173,0,0
15038,2010-12,1,118.88,43,-9,0
15038,2011-04,1,157.6,29,-5,0
15038,2011-05,1,105.13,19,-4,0
15038,2011-06,1,116.09,32,-3,0
15038,2011-10,2,188.04,89,1,C
15039,2010-12,2,1291.66,481,-9,C
15039,2011-01,6,2754.95,1516,-8,C
15039,2011-02,5,2083.81,918,-7,C
15039,2011-03,4,1990.32,927,-6,C
15039,2011-04,4,2290.3,894,-5,C
15039,2011-05,4,2465.92,1023,-4,C
15039,2011-06,5,2552.21,1488,-3,C
15039,2011-07,3,851.65,382,-2,C
15039,2011-08,3,1221.74,492,-1,C
15039,2011-09,3,1152.63,452,0,C
15039,2011-10,3,300.87,148,1,C
15039,2011-11,5,810.53,410,2,C
15041,2011-06,1,179.93,103,-3,0
15042,2011-05,1,135.93,30,-4,0
15043,2011-11,1,537.0,300,2,0
15044,2010-12,4,2089.55,650,-9,C
15044,2011-01,1,263.0,87,-8,0
15044,2011-02,2,816.0500000000001,312,-7,C
15044,2011-03,1,346.7,70,-6,0
15044,2011-04,2,465.58000000000004,126,-5,C
15044,2011-05,1,474.85,109,-4,0
15044,2011-06,1,542.74,137,-3,0
15044,2011-07,1,154.21,48,-2,0
15044,2011-09,1,347.85,83,0,0
15044,2011-10,2,1283.13,439,1,C
15044,2011-11,1,851.07,724,2,0
15045,2011-03,1,388.9,38,-6,0
15045,2011-07,1,346.76,76,-2,0
15046,2011-01,2,730.5999999999999,358,-8,C
15046,2011-02,3,457.59000000000003,266,-7,C
15046,2011-04,1,328.55,125,-5,0
15046,2011-05,2,759.87,453,-4,C
15046,2011-06,1,602.8,574,-3,0
15046,2011-08,1,943.07,675,-1,0
15046,2011-09,1,121.19999999999999,85,0,0
15046,2011-10,2,437.84999999999997,232,1,C
15046,2011-11,2,708.89,604,2,C
15047,2011-03,1,343.62,222,-6,0
15048,2010-12,1,98.7,32,-9,0
15048,2011-05,1,155.55,88,-4,0
15048,2011-08,1,67.23,50,-1,0
15048,2011-10,1,59.52,22,1,0
15049,2011-03,1,121.17000000000002,63,-6,0
15050,2011-09,2,1278.78,917,0,C
15050,2011-11,1,458.90999999999997,299,2,0
15051,2011-07,1,377.74,351,-2,0
15051,2011-10,1,759.9399999999999,535,1,0
15051,2011-11,1,245.68,124,2,0
15052,2011-01,1,207.73000000000002,79,-8,0
15053,2011-03,1,222.65,257,-6,0
15053,2011-07,1,255.95,257,-2,0
15053,2011-12,1,215.35,470,3,0
15054,2011-10,1,168.42,111,1,0
15054,2011-11,1,133.68,87,2,0
15057,2011-01,1,1131.0,614,-8,0
15057,2011-03,1,358.5,54,-6,0
15058,2011-01,2,291.82,125,-8,C
15058,2011-02,1,178.75,86,-7,0
15058,2011-04,2,259.29,125,-5,C
15058,2011-06,1,270.55,138,-3,0
15058,2011-08,1,234.35,133,-1,0
15058,2011-09,1,197.55,114,0,0
15058,2011-10,1,200.83,137,1,0
15058,2011-11,2,469.4,196,2,C
15059,2011-01,2,185.73,73,-8,C
15059,2011-02,1,184.18,57,-7,0
15059,2011-05,1,199.11,98,-4,0
15059,2011-06,1,163.91,75,-3,0
15059,2011-08,2,275.67,102,-1,C
15059,2011-10,2,329.12,199,1,C
15060,2011-11,3,277.64,236,2,C
15060,2011-12,1,16.61,21,3,0
15061,2010-12,12,19950.66,9171,-9,C
15061,2011-01,5,2718.25,1788,-8,C
15061,2011-02,1,2.42,2,-7,0
15061,2011-03,7,4321.63,3152,-6,C
15061,2011-04,1,81.6,96,-5,0
15061,2011-05,3,3648.36,1620,-4,C
15061,2011-06,3,1497.12,981,-3,C
15061,2011-07,4,3441.66,1803,-2,C
15061,2011-08,1,913.3,580,-1,0
15061,2011-09,4,3992.7599999999998,1871,0,C
15061,2011-10,3,4281.6,3426,1,C
15061,2011-11,3,5788.92,3020,2,C
15061,2011-12,1,3895.8599999999997,1410,3,0
15062,2010-12,1,209.08,164,-9,0
15062,2011-02,1,251.9,101,-7,0
15062,2011-05,1,353.06,276,-4,0
15062,2011-09,1,173.82,222,0,0
15063,2011-05,1,370.79999999999995,56,-4,0
15065,2011-02,1,773.66,548,-7,0
15065,2011-04,1,632.74,173,-5,0
15065,2011-06,1,1452.35,460,-3,0
15065,2011-11,1,299.38,202,2,0
15066,2011-10,1,893.59,317,1,0
15067,2011-03,1,848.05,335,-6,0
15067,2011-09,2,896.71,619,0,C
15068,2011-03,1,239.95999999999998,130,-6,0
15068,2011-10,1,313.4,234,1,0
15069,2011-06,1,1109.53,520,-3,0
15070,2010-12,1,106.2,36,-9,0
15071,2011-03,1,588.6700000000001,165,-6,0
15071,2011-09,1,393.40000000000003,104,0,0
15073,2011-06,2,861.96,428,-3,C
15073,2011-11,1,181.45,63,2,0
15074,2011-08,1,735.67,431,-1,0
15075,2011-09,1,773.03,447,0,0
15076,2011-06,1,880.85,571,-3,0
15078,2010-12,4,818.6500000000001,359,-9,C
15078,2011-01,1,379.7,170,-8,0
15078,2011-02,2,1020.2900000000001,501,-7,C
15078,2011-03,1,356.3,222,-6,0
15078,2011-04,2,580.26,332,-5,C
15078,2011-05,3,683.26,352,-4,C
15078,2011-06,1,345.7,188,-3,0
15078,2011-07,4,1124.79,543,-2,C
15078,2011-08,4,1393.64,720,-1,C
15078,2011-09,2,877.5600000000001,426,0,C
15078,2011-10,3,479.22,222,1,C
15078,2011-11,2,860.6600000000001,456,2,C
15078,2011-12,3,823.08,614,3,C
15079,2010-12,1,141.95,45,-9,0
15079,2011-01,1,367.29,235,-8,0
15079,2011-05,2,386.37,109,-4,C
15081,2010-12,1,111.15,57,-9,0
15081,2011-05,1,136.9,56,-4,0
15081,2011-09,1,88.2,20,0,0
15081,2011-10,1,80.30000000000001,32,1,0
15081,2011-11,1,88.25,25,2,0
15083,2011-03,1,88.2,38,-6,0
15087,2011-03,1,306.94,470,-6,0
15088,2011-10,1,864.19,340,1,0
15088,2011-11,1,295.88,120,2,0
15089,2011-08,2,1677.23,1085,-1,C
15089,2011-09,1,359.05,104,0,0
15089,2011-10,1,146.65,29,1,0
15089,2011-11,2,237.91,141,2,C
15090,2011-02,1,381.32,208,-7,0
15091,2011-10,1,480.71,346,1,0
15092,2011-03,1,323.16,116,-6,0
15092,2011-05,1,134.65,19,-4,0
15093,2010-12,1,623.73,879,-9,0
15093,2011-01,1,1220.4,628,-8,0
15093,2011-02,1,759.08,813,-7,0
15093,2011-05,1,793.47,617,-4,0
15093,2011-08,1,630.42,342,-1,0
15093,2011-11,1,569.9200000000001,481,2,0
15095,2011-05,1,770.5,705,-4,0
15095,2011-07,1,267.32,212,-2,0
15095,2011-08,2,332.78,162,-1,C
15096,2011-10,1,219.39000000000001,120,1,0
15097,2011-12,1,248.08,170,3,0
15098,2011-06,3,39916.5,121,-3,C
15099,2011-09,1,410.48,343,0,0
15100,2010-12,2,700.8,64,-9,C
15100,2011-01,1,175.2,16,-8,0
15101,2010-12,1,102.28,34,-9,0
15101,2011-12,1,215.25,207,3,0
15103,2011-09,1,291.68,148,0,0
15103,2011-11,1,411.68,181,2,0
15104,2011-03,1,374.64,220,-6,0
15104,2011-05,1,618.9,415,-4,0
15105,2011-07,1,532.98,274,-2,0
15105,2011-09,2,643.5600000000001,416,0,C
15105,2011-10,1,541.03,329,1,0
15105,2011-11,3,581.36,192,2,C
15106,2011-03,1,410.7,258,-6,0
15106,2011-05,1,367.75,302,-4,0
15106,2011-07,1,254.38,262,-2,0
15106,2011-10,1,269.63,237,1,0
15106,2011-11,1,120.06,122,2,0
15107,2010-12,2,177.05,69,-9,C
15107,2011-01,3,101.65,52,-8,C
15107,2011-02,1,40.8,48,-7,0
15108,2011-04,1,191.4,34,-5,0
15108,2011-06,2,432.05,130,-3,C
15108,2011-07,1,676.8,335,-2,0
15109,2011-04,1,484.95,131,-5,0
15110,2011-01,1,169.65,69,-8,0
15110,2011-08,1,206.9,52,-1,0
15110,2011-10,1,303.85,59,1,0
15110,2011-11,1,315.7,66,2,0
15111,2010-12,1,288.5,106,-9,0
15111,2011-10,1,949.3000000000001,456,1,0
15111,2011-11,1,329.68,148,2,0
15113,2011-10,1,2142.79,1370,1,0
15113,2011-11,2,1366.6399999999999,974,2,C
15114,2011-02,1,259.05,179,-7,0
15114,2011-04,1,215.34,234,-5,0
15114,2011-05,1,243.51999999999998,240,-4,0
15114,2011-06,1,309.34000000000003,350,-3,0
15114,2011-07,1,135.62,244,-2,0
15114,2011-08,1,191.14000000000001,262,-1,0
15114,2011-09,3,898.27,1023,0,C
15114,2011-11,1,508.28,564,2,0
15115,2011-11,1,340.11,157,2,0
15116,2011-05,1,479.65,147,-4,0
15116,2011-07,1,311.32,108,-2,0
15116,2011-10,1,411.78000000000003,276,1,0
15116,2011-11,1,150.0,117,2,0
15117,2011-05,1,312.4,670,-4,0
15117,2011-08,1,363.33,415,-1,0
15117,2011-10,1,526.3,294,1,0
15117,2011-11,2,349.75,569,2,C
15118,2011-07,1,244.8,1440,-2,0
15119,2011-04,1,266.4,88,-5,0
15120,2011-07,1,358.82,296,-2,0
15121,2011-02,1,295.15,125,-7,0
15121,2011-10,1,162.57,74,1,0
15122,2011-02,1,397.04,236,-7,0
15122,2011-05,1,533.57,261,-4,0
15122,2011-08,1,703.17,303,-1,0
15123,2011-05,1,1069.47,509,-4,0
15123,2011-12,1,1129.84,686,3,0
15124,2011-06,1,90.75,89,-3,0
15124,2011-11,1,93.44,144,2,0
15125,2011-03,1,3840.88,2224,-6,0
15125,2011-04,1,527.0,400,-5,0
15125,2011-05,2,2942.84,1340,-4,C
15125,2011-06,4,1069.46,578,-3,C
15125,2011-07,3,1414.42,767,-2,C
15125,2011-08,1,1000.88,600,-1,0
15125,2011-10,2,375.0,84,1,C
15125,2011-11,1,358.0,200,2,0
15127,2011-10,1,406.53,251,1,0
15128,2011-05,1,483.7,360,-4,0
15128,2011-06,1,374.4,385,-3,0
15128,2011-08,1,312.14,262,-1,0
15128,2011-10,1,300.76,336,1,0
15129,2011-02,1,355.40000000000003,117,-7,0
15129,2011-03,1,304.4,368,-6,0
15129,2011-05,2,460.58,374,-4,C
15129,2011-06,3,680.95,328,-3,C
15129,2011-07,1,299.4,228,-2,0
15129,2011-08,2,696.0,206,-1,C
15129,2011-10,1,650.67,173,1,0
15130,2011-06,1,330.11,197,-3,0
15132,2011-03,1,313.77,259,-6,0
15132,2011-05,1,176.1,118,-4,0
15132,2011-08,1,352.36,256,-1,0
15132,2011-10,1,106.20000000000002,36,1,0
15132,2011-11,1,29.5,10,2,0
15133,2011-02,1,333.2,106,-7,0
15133,2011-03,1,324.70000000000005,206,-6,0
15133,2011-08,1,324.52,368,-1,0
15134,2011-04,1,110.1,50,-5,0
15134,2011-05,1,129.35,113,-4,0
15134,2011-06,1,171.63,101,-3,0
15134,2011-08,1,203.78,126,-1,0
15134,2011-09,1,282.69,149,0,0
15134,2011-10,1,166.92000000000002,228,1,0
15134,2011-11,2,323.52000000000004,120,2,C
15135,2011-04,1,139.05,43,-5,0
15136,2011-09,1,582.9,374,0,0
15136,2011-11,1,446.90000000000003,238,2,0
15136,2011-12,2,256.9,164,3,C
15139,2011-01,1,122.10000000000001,102,-8,0
15139,2011-04,1,56.86,106,-5,0
15140,2011-03,1,446.15,283,-6,0
15140,2011-04,1,354.78000000000003,270,-5,0
15140,2011-05,1,326.52,348,-4,0
15140,2011-08,2,600.66,365,-1,C
15140,2011-09,1,324.74,198,0,0
15140,2011-10,1,301.4,108,1,0
15142,2011-10,1,498.74,365,1,0
15143,2011-04,1,259.45,150,-5,0
15144,2011-01,1,378.32,264,-8,0
15144,2011-03,2,270.4,208,-6,C
15144,2011-05,2,1046.3,326,-4,C
15144,2011-07,3,767.02,458,-2,C
15144,2011-08,1,506.90000000000003,194,-1,0
15144,2011-09,3,1036.7,618,0,C
15144,2011-10,3,1352.66,466,1,C
15144,2011-11,1,696.24,314,2,0
15144,2011-12,1,525.9,202,3,0
15145,2011-04,2,724.03,438,-5,C
15145,2011-10,1,312.34,190,1,0
15145,2011-12,1,158.36,128,3,0
15146,2011-02,1,834.22,914,-7,0
15146,2011-06,1,492.94,559,-3,0
15147,2011-04,1,623.5,366,-5,0
15148,2011-11,1,301.29,187,2,0
15149,2011-07,1,520.8000000000001,128,-2,0
15150,2011-03,1,501.25,331,-6,0
15150,2011-06,1,816.8199999999999,623,-3,0
15150,2011-07,1,292.82,184,-2,0
15150,2011-08,2,1958.73,1336,-1,C
15150,2011-09,2,790.67,563,0,C
15150,2011-11,3,931.04,605,2,C
15152,2011-06,1,756.1,429,-3,0
15152,2011-07,2,615.24,302,-2,C
15152,2011-08,3,1011.87,442,-1,C
15152,2011-09,1,329.02,240,0,0
15152,2011-10,2,616.31,417,1,C
15152,2011-11,4,1417.15,874,2,C
15153,2011-11,1,329.25,198,2,0
15154,2011-09,1,254.28,89,0,0
15156,2011-11,1,317.8,268,2,0
15156,2011-12,2,643.69,329,3,C
15157,2010-12,1,1085.46,1078,-9,0
15157,2011-07,1,419.91,832,-2,0
15157,2011-12,1,430.70000000000005,482,3,0
15158,2011-10,1,401.40000000000003,198,1,0
15159,2010-12,2,1860.98,988,-9,C
15159,2011-01,2,837.14,520,-8,C
15159,2011-03,2,654.1,134,-6,C
15159,2011-04,2,863.2,371,-5,C
15159,2011-05,3,810.95,289,-4,C
15159,2011-06,4,1119.22,636,-3,C
15159,2011-07,2,1429.8,1588,-2,C
15159,2011-08,1,1394.58,1140,-1,0
15159,2011-09,2,593.88,345,0,C
15159,2011-10,5,4978.17,3127,1,C
15159,2011-11,2,2264.2000000000003,1220,2,C
15159,2011-12,3,1834.79,1083,3,C
15160,2010-12,1,158.16,84,-9,0
15163,2011-05,1,155.0,48,-4,0
15163,2011-11,1,149.47,138,2,0
15164,2011-01,1,168.44,48,-8,0
15164,2011-05,1,194.79,94,-4,0
15164,2011-10,1,461.35,209,1,0
15165,2010-12,1,487.75,160,-9,0
15167,2011-01,1,158.8,65,-8,0
15168,2011-11,1,106.56,52,2,0
15171,2011-01,1,1289.5,290,-8,0
15172,2011-04,1,346.4,194,-5,0
15172,2011-05,1,179.8,286,-4,0
15172,2011-07,1,360.54,358,-2,0
15172,2011-09,1,361.21,387,0,0
15172,2011-12,1,376.1,386,3,0
15174,2011-01,1,135.75,145,-8,0
15175,2011-09,1,224.14,454,0,0
15178,2011-03,1,40.5,30,-6,0
15179,2011-01,1,1285.62,1244,-8,0
15179,2011-04,2,169.5,50,-5,C
15179,2011-10,1,188.55,222,1,0
15179,2011-11,1,563.28,422,2,0
15180,2010-12,1,87.5,36,-9,0
15181,2011-03,1,300.0,48,-6,0
15181,2011-06,1,135.0,204,-3,0
15181,2011-10,1,254.48,292,1,0
15182,2011-03,1,370.48,144,-6,0
15182,2011-07,1,252.37,109,-2,0
15184,2011-06,1,235.23000000000002,73,-3,0
15184,2011-11,1,166.97,126,2,0
15185,2011-09,1,310.62,666,0,0
15186,2011-06,1,229.26,162,-3,0
15186,2011-11,1,182.15,53,2,0
15187,2011-05,1,431.6,172,-4,0
15187,2011-06,1,607.2,128,-3,0
15187,2011-07,1,413.64,248,-2,0
15187,2011-08,1,99.60000000000001,24,-1,0
15187,2011-09,4,829.02,475,0,C
15187,2011-10,1,306.0,24,1,0
15187,2011-11,4,1257.6399999999999,506,2,C
15187,2011-12,3,832.48,310,3,C
15189,2011-01,2,718.48,248,-8,C
15189,2011-02,2,624.58,342,-7,C
15189,2011-03,4,1097.68,264,-6,C
15189,2011-04,5,1174.01,387,-5,C
15189,2011-05,2,1306.6999999999998,446,-4,C
15189,2011-06,4,1397.98,570,-3,C
15189,2011-07,5,2403.41,984,-2,C
15189,2011-08,4,2405.7,786,-1,C
15189,2011-09,5,1507.23,600,0,C
15189,2011-10,1,393.6,288,1,0
15189,2011-11,4,2001.3600000000001,744,2,C
15189,2011-12,3,1194.66,490,3,C
15192,2010-12,1,315.0,196,-9,0
15192,2011-06,1,422.99,441,-3,0
15192,2011-08,1,306.33,281,-1,0
15193,2011-10,1,499.32,144,1,0
15194,2010-12,3,1558.99,1268,-9,C
15194,2011-01,2,647.12,468,-8,C
15194,2011-03,1,307.62,255,-6,0
15194,2011-04,1,335.07,145,-5,0
15194,2011-05,2,812.38,457,-4,C
15194,2011-06,1,406.33,386,-3,0
15194,2011-08,1,402.02,304,-1,0
15194,2011-09,2,1018.69,673,0,C
15194,2011-11,1,1421.67,989,2,0
15194,2011-12,1,706.64,758,3,0
15195,2011-12,1,3861.0,1404,3,0
15197,2010-12,1,556.5,78,-9,0
15197,2011-04,1,216.75,124,-5,0
15197,2011-11,1,306.36,267,2,0
15198,2011-08,1,107.64,64,-1,0
15198,2011-09,1,86.0,56,0,0
15199,2011-02,1,353.09999999999997,118,-7,0
15199,2011-04,1,304.04999999999995,109,-5,0
15199,2011-09,1,310.6,78,0,0
15199,2011-10,1,300.95,91,1,0
15201,2011-04,1,301.48,308,-5,0
15201,2011-05,1,300.79,351,-4,0
15201,2011-08,2,330.99,255,-1,C
15201,2011-09,1,303.28000000000003,296,0,0
15203,2011-02,1,211.94,224,-7,0
15203,2011-05,1,480.96,449,-4,0
15203,2011-07,1,301.98,426,-2,0
15203,2011-08,1,333.44,240,-1,0
15203,2011-09,1,189.4,125,0,0
15203,2011-11,1,310.08,289,2,0
15204,2010-12,1,316.58,258,-9,0
15205,2011-08,1,476.29999999999995,196,-1,0
15205,2011-09,1,176.94,182,0,0
15206,2011-03,1,17.700000000000003,6,-6,0
15206,2011-07,1,35.400000000000006,12,-2,0
15206,2011-09,1,183.6,72,0,0
15206,2011-11,1,183.6,72,2,0
15208,2010-12,1,65.4,20,-9,0
15208,2011-06,1,258.12,134,-3,0
15208,2011-10,1,172.3,64,1,0
15208,2011-11,1,166.7,50,2,0
15208,2011-12,1,207.6,48,3,0
15210,2011-04,1,331.18,228,-5,0
15211,2010-12,1,383.07,117,-9,0
15211,2011-10,1,511.34000000000003,123,1,0
15212,2011-04,1,101.8,36,-5,0
15213,2011-01,2,328.35,272,-8,C
15214,2011-04,1,514.9300000000001,402,-5,0
15214,2011-06,1,136.7,154,-3,0
15214,2011-09,1,305.12,184,0,0
15214,2011-10,1,104.6,59,1,0
15214,2011-11,3,471.33,303,2,C
15214,2011-12,1,128.76,152,3,0
15215,2011-09,1,300.04,92,0,0
15215,2011-10,2,434.90000000000003,133,1,C
15216,2011-09,1,96.6,28,0,0
15218,2011-01,1,581.66,296,-8,0
15218,2011-03,1,527.85,299,-6,0
15218,2011-05,1,647.75,372,-4,0
15218,2011-06,1,690.3399999999999,397,-3,0
